Bowler,Cluster,DPPI_Bowl
A Nanda,1,-0.024860185464247064
RJ Sidebottom,1,-0.030407376218083704
SN Netravalkar,1,-0.0345878127134259
G Bakiweyem,1,-0.03502255762298795
MJ McClenaghan,1,-0.03867253951103827
HH Pandya,1,-0.03920864458880838
DJG Sammy,1,-0.03921126719395207
Faheem Ashraf,1,-0.040955170925448814
Mohammad Irfan,1,-0.04115591114652195
K Fletcher,1,-0.04253982450904942
F Damiao Couana,1,-0.045020691331487894
MC Sorensen,1,-0.045801781059836455
Syed Rasel,1,-0.04674086718057424
DJ Bravo,1,-0.04700914202248363
Asad Ali Rehemtulla,1,-0.04759247521423343
C Rububagumya,1,-0.05143483631237386
SE Bond,1,-0.05455100188363138
AC Agar,1,-0.057192797882828994
SW Tait,1,-0.05885233379805768
DP Nannes,1,-0.060621428764131347
Mohammad Sami,1,-0.061073646351209265
Muslim Yar,1,-0.061086076635159664
W Peatfield,1,-0.0644395890742929
SN Thakur,1,-0.06677747568318737
J Miyaji,1,-0.068653004736773
V Baskaran,1,-0.06869788698614329
Shahid Mahmood,1,-0.07021868442248624
PKD Chase,1,-0.07096315529004016
JP Faulkner,1,-0.07275279351799208
Sahel Zadran,1,-0.07693573443636151
T Panyangara,1,-0.0772863570963177
Rohan Mustafa,1,-0.07883496927866357
KS Bagabena,1,-0.07932425506573124
KJ O'Brien,1,-0.07945275028412213
GM Muthui,1,-0.08051224488554087
Imran Khan,1,-0.0833623873570438
CR Brathwaite,1,-0.0883881154881509
R Panchal,1,-0.08885612011097246
A Bishnoi,1,-0.09077917777430292
T Vanuarua,1,-0.09084759393620179
Aqib Iqbal,1,-0.09166939043986294
Abdur Razzak,1,-0.09306888879257519
R Vinay Kumar,1,-0.09359371584207526
SHA Rance,1,-0.09621689005119477
R Shepherd,1,-0.09779311857068787
S Bau,1,-0.09863925019772557
V Saini,1,-0.1001325720972587
CBRLS Kumara,1,-0.10274342657697647
Naveed Ahmed,1,-0.10306776188080069
SC Williams,1,-0.10330017044562215
EJB Miles,1,-0.10556658663655077
Aamir Kaleem,1,-0.10588131134092474
